,xi,vi,xf,vf,K
0,13.145486246551158,1.3936524673532453,13.841485682119588,1.480488385133309,1
1,6.846736087505512,-4.996052139249864,4.838460415734837,-2.9753585896158046,1
2,-8.334420761729373,-3.3720048289123294,,,-1
3,3.6442856517514652,0.16633683508282449,4.443181629521127,3.072031483486106,0
4,11.822839485850068,-1.2321616439429919,11.143171720609244,-1.551210850520307,1
5,8.847650052786065,-0.8739167102529191,8.459431986288127,-0.6808883128966654,1
6,-3.3337145005613813,2.3217487476686127,-33.63150269648587,-646.2787541477599,1
7,13.347155522971036,0.48865157737943843,13.603410664750255,0.5695525367909103,1
8,13.003254003898252,4.760769193762107,15.37898303262198,5.052479891958122,1
9,-2.2370970651949174,-3.5612355417304107,-29.17621856763369,-474.6107427042841,1
10,-0.5035163413607986,-0.8936253972248309,-3.6383442587850694,-16.85081892183429,1
11,-8.57832716542183,-4.445639345075573,,,-1
12,12.820011796827615,0.21834470413975904,12.9057925605618,0.13533474760081016,1
13,18.695854392733626,-1.6753923822857733,18.09106153836633,-0.7802608449351545,1
14,17.62909964303022,-0.14721888410289097,17.789190235288082,0.800055016514794,1
15,-0.9436101714698388,-4.488892535263059,-10.416680655469412,-69.29859032091431,1
16,17.763139567587164,4.643168724168621,20.245332149205108,5.4003335700633,1
17,-7.751221926992588,1.773115544549273,,,-1
18,-7.9343492834563225,-1.9653093693493604,,,-1
19,0.6163161953376424,-2.766298773149111,-1.7975892716509183,-9.449833996994265,1
20,4.33579862285203,4.823513772827196,7.273367683241311,6.848365308692663,1
21,-7.800056621184323,-0.055680771441118715,,,-1
22,12.997346517793847,-0.10445112335288886,12.932775933131639,-0.16186391019234858,1
23,-1.2068921325801156,-3.9541535667791337,-11.641429752112618,-82.84010114284959,1
24,-3.8598027556858714,2.388959873183513,,,-1
25,-8.227940331550425,3.3768347445433644,,,-1
26,16.388167786899587,-0.21997105786298743,16.489376642089432,0.6357010948936133,1
27,-8.257225650652183,3.077387588099727,,,-1
28,-7.268319902111099,2.1663273779013217,,,-1
29,12.57087467761341,-4.574367813862505,10.264065889414066,-4.866459539377704,1
30,18.6976343071447,-1.188497482270109,18.328762379399826,-0.30811802314797554,1
31,8.684834639577577,4.429070340940749,10.8364718173808,4.267573727825441,1
32,-4.8377871371426515,1.2310275846725238,,,-1
33,-9.856596980489945,1.2830147571245432,,,-1
34,4.687843731699511,0.2733846626115959,5.458031050495742,2.798637508478726,1
35,-5.601919599127782,-4.157233631095036,,,-1
36,4.347151065255662,1.0772359424475049,5.533803030673996,3.6638502907094144,1
37,15.97236367987999,0.9272393595819324,16.625609933348176,1.7578214978034272,1
38,17.04685922330522,-4.941033314966398,14.826334491502234,-4.198508203345845,1
39,-8.57823851860137,2.8643569181653987,,,-1
40,12.72325896185015,-0.737837160370197,12.325833034928667,-0.8986976313140246,1
41,-2.094626998295075,1.8991646318137123,-8.92477918790822,-53.75697509820225,1
42,-7.23664427919417,-2.2143473091610866,,,-1
43,13.676936125369089,-4.3896638018869,11.514116213537886,-4.516645682761117,1
44,8.23020114482554,-2.154864720544344,7.318195044081242,-1.4751608352171173,1
45,-1.8093512769761997,4.387503437078395,-3.904998915139931,-16.99153184083451,1
46,4.838088451486563,2.8932981305944248,6.808314972265948,4.9275391569363896,1
47,8.350958398720358,0.19243147015588669,8.52180678282645,0.49065415747491703,1
48,17.448554260128525,2.3321885646042073,18.819905228798874,3.245081243346019,1
49,14.19759252874432,-4.836561815088172,11.84545324430234,-4.862922603133264,1
50,6.503139817457406,0.10894034002641195,6.913298119074007,1.5164599880335903,1
51,-0.349184902296372,1.6942444753930008,-0.968375445003951,-4.83504352955964,1
52,4.639951100997196,-4.227794626518021,3.269643640445929,-1.3394590102415873,1
53,7.292450209658458,-4.4456888068945135,5.4650831101255575,-2.7979166563242095,1
54,9.35842356624854,3.221750838295895,10.885177680668539,2.967703741283463,1
55,3.1829237169154805,-2.6277990671660634,2.5589121108225523,0.014557017956194684,1
56,4.440575758836951,-2.8465731320685417,3.7509803544471816,0.05444034837298606,0
57,-1.267268871857091,-0.5101738029442915,-6.730083598353071,-35.901787106933035,1
58,10.885096210703754,0.7289703041937532,11.158360304009138,0.38663135768353823,1
59,0.5486426897623797,-3.458523652916461,-2.513046603896547,-12.497007759042418,1
60,-8.123300189475694,3.67083721247149,,,-1
61,9.844031746489065,-0.9509508003296006,9.334598428655271,-1.1051942530822616,1
62,-2.645919780546131,-3.493984025862469,-68.25940237487924,-3494.7337278686036,1
63,16.693694972384037,-2.328389351435675,15.759499946059817,-1.5126736029567327,1
64,9.487536571262865,1.6653779888643205,10.256236807195702,1.44457433925336,1
65,12.193924315486203,4.547292765216788,14.408165853056325,4.5904148029532195,1
66,9.812706914584616,2.3814903281261888,10.912064757390125,2.084059900750874,1
67,9.55563747127455,-2.944436144696947,8.118898825080581,-2.8184424003624855,1
68,13.315252875899372,3.4217422829684487,15.041457441344576,3.7097653126217134,1
69,-6.513659967209956,1.219256824956224,,,-1
70,14.965788041708503,-2.787029127832562,13.697315155993532,-2.453751684336484,1
71,0.16547347520359956,3.9576821747591744,1.7748968464731472,3.4049294814027182,1
72,7.538073343902568,-2.2145525954370426,6.702400214360793,-1.1010130107947913,1
73,9.948631355315772,2.019087910027876,10.867215048594153,1.7135485193762396,1
74,1.894208042188243,4.95475002404967,4.930003329187587,7.580382792631317,1
75,-1.0001698860282797,0.2992388133547843,-4.461644841334672,-20.96200870307154,1
76,14.753207051921759,-4.681902717029272,12.517975366613847,-4.547902960417279,1
77,5.481164345796415,-4.890722688462797,3.7211250364966633,-2.176471897048183,0
78,-5.0462357029536005,-2.5755462804939944,,,-1
79,-2.3294619974442465,3.941008778627687,-7.589079495320165,-41.876617072968315,1
80,-1.2812741931017886,-4.217580481420434,-12.878948675022862,-98.17327809320184,1
81,-8.493627450171306,1.1587773647985342,,,-1
82,2.6926417498023962,2.6642981233493126,4.687956164619059,5.498658739690349,1
83,1.3287800648752714,-0.4134324539413514,1.2294076669956975,-0.03334797521368554,1
84,14.113425013491547,4.34704911139543,16.361767349865207,4.927940040974745,1
85,9.651576724101478,0.3162406400355513,9.761797688864881,0.1290679161606334,1
86,-2.674554379452628,-0.5214041169532271,-25.422821938285225,-354.78228149806074,1
87,13.878426594842807,-0.006911768786147299,13.924753244609784,0.19831958209106823,1
88,18.35829345522212,0.960210400675936,19.041577388152632,1.808904219938566,1
89,0.5304896728187156,-3.0507563658154915,-2.239145629121933,-11.240382988139844,1
90,16.265119976969434,3.422019145586761,18.1627388615339,4.339170354359221,1
91,11.710815069371602,0.4364770227613217,11.852762690251827,0.14589294828154212,1
92,3.5134249501355015,4.1940990576773665,6.243019623408978,6.735694087162024,1
93,5.058244364638414,-4.211003261825223,3.6661820662213738,-1.3990111741745306,0
94,5.9475402613765525,4.25924028005759,8.371380306855773,5.363948208578331,1
95,-4.398264623689525,3.2793676525934696,,,-1
96,-2.832067028257378,3.980488462128452,-12.4142080714804,-91.50090494554395,1
97,8.202843787830108,3.862610021712106,10.126118156850005,3.872654086807789,1
98,-3.0760142751886406,4.919004721116934,-13.457619168110643,-105.07565969875128,1
99,2.648165826783618,1.368616923461686,3.9928458647933356,4.184803425776391,0
100,0.20450144350009225,1.316154502372199,0.1444964191513145,-1.6034580724182121,1
101,10.954692137826253,2.857558732724131,12.27626525612302,2.5586721297783073,1
102,-6.764531099575804,-3.4533789740718737,,,-1
103,17.097686771535784,4.186264122308641,19.374733326271908,5.068767462010125,1
104,5.291954835058904,2.3472601939601256,6.939006998546703,4.1831892455445105,1
105,14.569264940305931,-4.719202619403178,12.302010341758328,-4.6397102389892435,1
106,0.6993675037381859,0.9238782866486073,0.9186545557164757,0.0884531293561784,1
107,0.7997698182203994,1.8421338581912527,1.6689595834623345,2.0756542217838327,1
108,17.321199620679987,3.4423646382350057,19.23401196090401,4.330152875428676,1
109,-2.7074057134733014,1.1769794713264305,-18.469536160838512,-187.59287936714975,1
110,8.965132781860095,3.261760991043305,10.535410881284568,3.0846270484337337,1
111,18.806041617190534,1.3197416158692352,19.641733673829272,2.0568856478698176,1
112,6.724741539448054,-0.9732517343030143,6.597370349091372,0.46850423250643225,1
113,-7.72257648995978,4.029789188412693,,,-1
114,-2.5586880805678467,-2.989933581730071,-42.167422064486296,-1083.29325435286,1
115,6.712312762893113,3.8850824721298878,8.839837493175631,4.585351664623082,1
