,x_initial,v_initial,x_step10,v_step10,x_step20,v_step20,x_step30,v_step30,x_step40,v_step40,x_step50,v_step50,x_step60,v_step60,x_step70,v_step70,x_step80,v_step80,x_step90,v_step90,x_step100,v_step100,x_step110,v_step110,x_step120,v_step120,x_step130,v_step130,x_step140,v_step140,x_step150,v_step150
1781,0.1365517740705161,-0.0081594804876616,0.1317045543616814,-0.0108491494841213,0.1261105611665056,-0.011086305446433,0.121036488502891,-0.0088088553004648,0.1176350076101642,-0.0045272517300088,0.1166808122051916,0.0007865116951014,0.1183915321151971,0.0059209390771298,0.1223771751190877,0.0097062163976503,0.1277306297404555,0.0112850326276895,0.1332368633344062,0.0103066751869903,0.1376502291897191,0.0070005390644406,0.1399752848506277,0.0021174964927045,0.1396886591576381,-0.0032419026735394,0.1368547941518174,-0.0078720387681754,0.1321117363096351,-0.0107282156068259,0.1265298707991017,-0.0111598150655036
1782,0.1361344237113248,-0.0085251689247089,0.1311582919657924,-0.010988854369431,0.1255588926329942,-0.0109676242828716,0.1206045648017244,-0.0084578798668355,0.1174211114999361,-0.0040233326526186,0.1167337131668208,0.0013286124701651,0.1186991668496426,0.0063775755259602,0.1228694515225969,0.009973599603181,0.128295657239984,0.0113030445337558,0.1337466290253987,0.0100721010222986,0.1379896196887068,0.0065670538594831,0.1400678589619924,0.0015830434732174,0.1395135915332299,-0.0037570893701646,0.136451468171379,-0.0082519672336634,0.1315710519131376,-0.0108868108179347,0.1259740423730586,-0.0110604289097036
1783,0.1356992679410993,-0.0088712744871552,0.1306056733065997,-0.0111032346256878,0.1250137956790334,-0.0108235749018617,0.1201906906379289,-0.0080872780380456,0.1172326598596193,-0.0035100578088725,0.116813657671446,0.0018676233027528,0.1190292762146119,0.0068193956257091,0.1233745270143011,0.0102178740186296,0.1288609332986511,0.0112949590013851,0.1342440798381771,0.009814353596863,0.1383069467704026,0.0061185010385884,0.1401336044265229,0.0010449626507825,0.1393129650787928,-0.0042636653047071,0.1360296085883232,-0.0086129443475283,0.1310230601481419,-0.0110203233379372,0.1254238254095184,-0.0109354667972291
1784,0.1352473064787143,-0.0091969963086065,0.1300479721620488,-0.0111920174106063,0.1244765313454122,-0.0106544815999397,0.1197958265361771,-0.0076979047198046,0.1170700909432071,-0.0029886196644035,0.1169204597886306,0.0024022905438358,0.119381093376507,0.007245376258309,0.1238912315218375,0.0104384813669275,0.1294251529973003,0.0112608042471033,0.1347280714582412,0.0095340332088846,0.1386014824308452,0.0056559126281412,0.1401723705763418,0.0005044869849203,0.139087239633203,-0.0047604680842958,0.1355901843682705,-0.0089541355948054,0.1304690237845731,-0.0111284364608648,0.124880492451542,-0.0107852086221809
1785,0.1347795779555561,-0.0095015796881074,0.1294864744921191,-0.0112549886405487,0.1239483429914586,-0.0104607270024233,0.1194208891446917,-0.0072906590802699,0.1169337828612848,-0.0024602300789186,0.1170538711264599,0.0029313708720475,0.1197538012524021,0.007654531762165,0.1244183684274039,0.0106349187242891,0.1299870143323988,0.0112006686026194,0.1351974908869815,0.0092317914799812,0.1388725510859676,0.0051803522241734,0.1401840685600741,-3.714520323573221e-05,0.1388369326396868,-0.0052463572366064,0.1351342051075106,-0.0092747512324592,0.1299102199817662,-0.0112108917209767,0.1243453005690459,-0.0106099931324927
1786,0.1342971575618483,-0.0097843178570189,0.1289224754847845,-0.0112919935684828,0.1234304533971513,-0.0102427512516966,0.1190667490726882,-0.00686648247213,0.1168240526825069,-0.0019261174341162,0.1172135814220881,0.0034536342468414,0.120146534441442,0.0080459162277849,0.1249547173646393,0.0108067396217985,0.1305452212162293,0.0111147002232283,0.1356512589706045,0.0089083298098574,0.139119531090515,0.0046929125771671,0.1401686715417708,-0.0005786930027401,0.1385626179849104,-0.0057202167829299,0.1346627187471788,-0.0095740481309783,0.1293479373578654,-0.0112674895708857,0.1238194884320294,-0.0104102172231171
1787,0.1338011546071478,-0.0100445536432456,0.1283572765764156,-0.0113029372273388,0.1229240619092841,-0.010001051057366,0.1187342288344207,-0.0064263562487536,0.1167411556798342,-0.0013875237190709,0.1173992192791831,0.0039678668274197,0.1205583812685857,0.008418625693203,0.1254990370671996,0.010953555010639,0.1310984864590681,0.0110031066596066,0.1360883328490611,0.0085643977237268,0.1393418561346386,0.0041947131168426,0.1401262147610416,-0.0011189156898686,0.1382649247106007,-0.0061809577611246,0.1341768091977829,-0.009851331516538,0.1287834730286151,-0.0112980899266319,0.1233042734226312,-0.0101863350901249
1788,0.1332927100002462,-0.0102816810286744,0.1277921824534013,-0.0112877847369484,0.1224303416385571,-0.0097361786098618,0.1184241009050057,-0.0059712994795388,0.1166852847234713,-0.0008457015805429,0.1176103530503672,0.0044728738499598,0.1209883859355497,0.0087718002340297,0.1260500682621662,0.0110750340893471,0.1316455347265609,0.0108661542947831,0.136507708319717,0.0082007911166045,0.1395390165152934,0.0036868974222047,0.1400567954542749,-0.0016565755047773,0.1379445356003375,-0.0066275206931171,0.1336775938791605,-0.0101059566094694,0.1282181296222491,-0.0113026125776682,0.1228008487929425,-0.0099388572470154
1789,0.1327729936539187,-0.0104951465958676,0.1272284980418525,-0.0112465614730522,0.1219504367143778,-0.0094487403594316,0.11813708589293,-0.0055023665699107,0.1166565698220707,-0.0003019113457901,0.1178464918623858,0.0049674824557995,0.1214355507735603,0.0091046259432749,0.126606536601351,0.0111709049918427,0.1321851054656012,0.010704167648355,0.1369084221107134,0.0078183503987509,0.1397105602798376,0.0031706306421889,0.1399605726371049,-0.0021904404221814,0.1376021856444238,-0.0070588779916874,0.1331662211811569,-0.0103373301549412,0.1276532122772786,-0.011281037460017,0.122310380875429,-0.0096683494049048
1790,0.1322432018201537,-0.0106844508602358,0.1266675254923197,-0.0111793530971677,0.1214854596040481,-0.0091393956628403,0.1178738508338713,-0.0050206447917112,0.1166550778133889,0.0002425819744537,0.1181070867813687,0.0054505444634058,0.1218988385922833,0.0094163367964318,0.127167155623512,0.0112409553353508,0.1327159557921314,0.0105175285502989,0.1372895540591837,0.0074179585466985,0.1398560942394967,0.0026470968723022,0.1398377667485636,-0.0027192869104513,0.1372386603859985,-0.0074740363013437,0.1326438678505116,-0.0105449118419405,0.1270900256300623,-0.0112334047911558,0.12183400635272,-0.0093754312186292
