time,position,velocity
0.0,0.0,10.0
0.001,0.010001670399923876,10.003340986701238
0.002,0.020006682347172323,10.006683094710077
0.003,0.030015036963239622,10.010026324399558
0.004,0.040026735369992,10.013370676142832
0.005,0.05004177868966942,10.016716150313174
0.006,0.06006016804488552,10.020062747283962
0.007,0.07008190455862767,10.023410467428695
0.008,0.08010698935425692,10.026759311120985
0.009000000000000001,0.09013542355550806,10.030109278734558
0.01,0.10016720828648948,10.033460370643256
0.011,0.11020234467168342,10.036812587221032
0.012,0.12024083383675775,10.040165928842157
0.013000000000000001,0.13028267690801493,10.043520395881082
0.014,0.14032787501089877,10.04687598871207
0.015,0.15037642927122424,10.050232707709496
0.016,0.16042834081518753,10.053590553247854
0.017,0.1704836107693659,10.05694952570175
0.018000000000000002,0.1805422402607179,10.060309625445909
0.019,0.1906042304165832,10.06367085285517
0.02,0.20066958236468274,10.067033208304485
0.021,0.2107382972331186,10.070396692168929
0.022,0.22081037615037402,10.073761304823684
0.023,0.23088582024531346,10.077127046644057
0.024,0.24096463064718265,10.08049391800546
0.025,0.25104680848560834,10.083861919283434
0.026000000000000002,0.26113235489059855,10.087231050853623
0.027,0.27122127099254245,10.090601313091792
0.028,0.2813135579222107,10.093972706373824
0.029,0.29140921681075455,10.097345231075716
0.03,0.30150824878970695,10.100718887573578
0.031,0.31161065499098195,10.104093676243641
0.032,0.32171643654687454,10.107469597462247
0.033,0.3318255945900612,10.110846651605854
0.034,0.3419381302535994,10.114224839051042
0.035,0.3520540446709278,10.117604160174498
0.036000000000000004,0.36217333897586645,10.120984615353029
0.037,0.3722960143026164,10.124366204963561
0.038,0.38242207178575993,10.127748929383129
0.039,0.39255151256026044,10.131132788988888
0.04,0.40268433776146273,10.134517784158108
0.041,0.41282054852509265,10.137903915268174
0.042,0.42296014598725706,10.141291182696587
0.043000000000000003,0.43310313128444444,10.144679586820967
0.044,0.44324950555352405,10.148069128019044
0.045,0.4533992699317466,10.151459806668665
0.046,0.4635524255567438,10.154851623147799
0.047,0.47370897356652886,10.158244577834521
0.048,0.4838689150994956,10.161638671107031
0.049,0.4940322512944195,10.165033903343637
0.05,0.5041989832904574,10.16843027492277
0.051000000000000004,0.5143691122271467,10.17182778622297
0.052000000000000005,0.5245426392444065,10.175226437622896
0.053,0.5347195654825367,10.178626229501322
0.054,0.544899892082219,10.182027162237143
0.055,0.5550836201845156,10.185429236209357
0.056,0.5652707509308705,10.188832451797092
0.057,0.575461285463108,10.192236809379583
0.058,0.5856552249234348,10.195642309336185
0.059000000000000004,0.5958525704544377,10.199048952046363
0.06,0.6060533231990853,10.202456737889706
0.061,0.6162574843007272,10.205865667245913
0.062,0.6264650549030943,10.2092757404948
0.063,0.6366760361502988,10.212686958016297
0.064,0.6468904291868335,10.216099320190454
0.065,0.6571082351575728,10.219512827397434
0.066,0.6673294552077726,10.222927480017516
0.067,0.6775540904830694,10.226343278431095
0.068,0.6877821421294813,10.229760223018681
0.069,0.6980136112934074,10.233178314160902
0.07,0.7082484991216279,10.2365975522385
0.07100000000000001,0.7184868067613046,10.240017937632329
0.07200000000000001,0.72872853535998,10.243439470723368
0.073,0.7389736860655777,10.246862151892703
0.074,0.7492222600264034,10.25028598152154
0.075,0.759474258391143,10.2537109599912
0.076,0.769729682308864,10.257137087683118
0.077,0.7799885329290153,10.26056436497885
0.078,0.7902508114014264,10.26399279226006
0.079,0.8005165188763084,10.267422369908534
0.08,0.8107856565042536,10.270853098306173
0.081,0.8210582254362354,10.274284977834988
0.082,0.8313342268236084,10.277718008877114
0.083,0.8416136618181084,10.281152191814796
0.084,0.8518965315718523,10.284587527030398
0.085,0.8621828372373381,10.288024014906396
0.08600000000000001,0.8724725799674454,10.291461655825387
0.08700000000000001,0.8827657609154348,10.294900450170077
0.088,0.8930623812349476,10.298340398323294
0.089,0.9033624420800074,10.30178150066798
0.09,0.9136659446050178,10.305223757587191
0.091,0.9239728899647639,10.3086671694641
0.092,0.9342832793144128,10.312111736681993
0.093,0.9445971138095117,10.315557459624277
0.094,0.95491439460599,10.319004338674473
0.095,0.9652351228601571,10.322452374216214
0.096,0.9755592997287044,10.325901566633252
0.097,0.9858869263687043,10.329351916309456
0.098,0.9962180039376105,10.332803423628807
0.099,1.0065525335932581,10.336256088975404
0.1,1.0168905164938629,10.339709912733463
0.101,1.0272319537980217,10.343164895287313
0.10200000000000001,1.0375768466647135,10.3466210370214
0.10300000000000001,1.0479251962532974,10.350078338320285
0.10400000000000001,1.058277003723514,10.353536799568648
0.105,1.0686322702354856,10.356996421151278
0.106,1.0789909969497153,10.360457203453088
0.107,1.0893531850270872,10.3639191468591
0.108,1.099718835628867,10.367382251754456
0.109,1.1100879499167016,10.370846518524413
0.11,1.120460529052618,10.37431194755434
0.111,1.1308365741990263,10.377778539229725
0.112,1.1412160871587638,10.381246294008461
0.113,1.1515990699818193,10.384715212376724
0.114,1.1619855238229575,10.38818529471985
0.115,1.1723754498312813,10.391656541422604
0.116,1.182768849156345,10.39512895286987
0.117,1.1931657229481538,10.398602529446658
0.11800000000000001,1.2035660723571642,10.402077271538097
0.11900000000000001,1.213969898534284,10.405553179529438
0.12,1.2243772026308715,10.409030253806051
0.121,1.2347879857987374,10.41250849475343
0.122,1.2452022491901424,10.415987902757188
0.123,1.255619993957799,10.419468478203061
0.124,1.2660412212548708,10.422950221476906
0.125,1.2764659322349727,10.426433132964702
0.126,1.2868941280521702,10.429917213052544
0.127,1.2973258098609808,10.433402462126658
0.128,1.3077609788163724,10.436888880573381
