,0
116,4.496370792388916
117,4.169582366943359
118,4.073486804962158
119,4.501043319702148
120,4.41691780090332
121,4.060615539550781
122,4.431693077087402
123,4.353716850280762
124,4.601706027984619
125,4.016133785247803
126,4.654705047607422
127,4.487253189086914
128,4.142060279846191
129,4.175705909729004
130,4.174760818481445
131,4.282196044921875
132,3.9727845191955566
133,3.735532522201538
134,3.8125767707824707
135,4.4283366203308105
136,4.1486687660217285
137,4.288126468658447
138,4.293056488037109
139,4.025978088378906
140,4.112309455871582
141,4.238451957702637
142,3.859161853790283
143,4.351436138153076
144,4.573397636413574
145,4.150119781494141
146,4.046056747436523
147,3.4524893760681152
148,4.2898173332214355
149,3.9805500507354736
150,4.1935200691223145
151,4.167089462280273
152,4.311716556549072
153,4.171606063842773
154,4.192431926727295
155,4.165856838226318
156,3.882596731185913
157,4.131524562835693
158,4.639210224151611
159,3.6099135875701904
160,3.8537423610687256
161,4.119124889373779
162,4.087517261505127
163,4.080694675445557
164,4.26823091506958
165,4.153576374053955
166,3.9277892112731934
167,4.072959899902344
168,4.0129075050354
169,3.852980136871338
170,4.1226677894592285
171,4.4347429275512695
172,4.123945236206055
173,3.8763959407806396
174,4.2158331871032715
175,4.417441368103027
176,3.8581905364990234
177,3.93418288230896
178,4.19110631942749
179,4.256799697875977
180,3.857069969177246
181,4.091716289520264
182,4.1701130867004395
183,4.335402488708496
184,4.1877899169921875
185,4.124456405639648
186,4.088818073272705
187,4.229610919952393
188,4.042487621307373
189,4.12295389175415
190,3.963712692260742
191,4.086665630340576
192,3.878723621368408
193,4.347479820251465
194,3.981785297393799
195,4.1750569343566895
196,3.975040912628174
197,4.278038024902344
198,3.8635756969451904
199,4.328105926513672
200,4.222262382507324
201,4.29348611831665
202,3.966323137283325
203,4.049334526062012
204,4.234123229980469
205,4.056224346160889
206,4.0158491134643555
207,3.829073429107666
208,4.596854209899902
209,4.243903636932373
210,4.328178882598877
211,4.117640495300293
212,4.426094055175781
213,4.088292121887207
214,3.9499690532684326
215,4.104614734649658
216,4.319317817687988
217,3.8548595905303955
218,3.8612122535705566
219,4.332115650177002
220,4.032315254211426
221,4.549206256866455
222,3.571195363998413
223,3.9976589679718018
224,4.396000385284424
225,3.9128079414367676
226,3.7065014839172363
227,3.767747402191162
228,3.988510847091675
229,4.458718299865723
230,3.9646081924438477
231,4.272554397583008
232,4.218108654022217
233,4.207221984863281
234,4.139235496520996
235,4.110942363739014
236,3.9696595668792725
237,3.7439475059509277
238,3.828044891357422
239,4.17153787612915
240,3.941084384918213
241,4.039708614349365
242,4.169846534729004
243,4.028159141540527
244,4.397741794586182
245,4.0277419090271
246,4.124194145202637
247,4.039786338806152
248,4.10164213180542
249,4.016504287719727
250,3.7705905437469482
251,4.182913780212402
252,4.122551441192627
253,4.2626872062683105
254,4.033132076263428
255,3.9439404010772705
256,4.069659233093262
257,4.084957122802734
258,3.9602065086364746
259,4.167280197143555
260,3.8852310180664062
261,4.169135570526123
262,4.414348125457764
263,4.107867240905762
264,4.029645919799805
265,4.216452598571777
266,3.770413875579834
267,3.8765335083007812
268,4.339521408081055
269,3.84157657623291
270,3.868306875228882
271,3.8589231967926025
272,4.331548690795898
273,3.966559886932373
274,4.005992889404297
275,4.135801792144775
276,4.052892684936523
277,3.8759846687316895
278,3.7337827682495117
279,3.985318899154663
280,4.115825653076172
281,4.229210376739502
282,3.9875807762145996
283,4.0358452796936035
284,3.6646385192871094
285,3.968470573425293
286,3.5855143070220947
287,3.803776741027832
288,4.056330680847168
289,3.655165433883667
290,3.5282864570617676
291,4.035009384155273
292,4.057726860046387
293,4.233800411224365
294,4.070064544677734
295,4.164742469787598
296,4.094834804534912
297,3.942981243133545
298,4.4799628257751465
299,3.935832977294922
300,3.7750208377838135
301,4.2373456954956055
302,4.03139066696167
303,4.05588960647583
304,4.011627197265625
305,3.890657901763916
306,4.099544048309326
307,4.13620662689209
308,3.5638091564178467
309,3.9022772312164307
310,3.6108803749084473
311,4.05142068862915
312,4.0016584396362305
313,3.9427759647369385
314,4.033925533294678
315,3.6289865970611572
316,3.9149630069732666
317,4.1410908699035645
318,4.102793216705322
319,3.9825901985168457
320,3.929443836212158
321,3.7372241020202637
322,3.9708333015441895
323,4.2613749504089355
324,3.8120055198669434
325,3.732006072998047
326,3.9254393577575684
327,4.007280349731445
328,3.856353759765625
329,3.7879185676574707
330,3.871811866760254
331,4.019290924072266
332,3.8780457973480225
333,4.118735313415527
334,3.917140483856201
335,3.8081612586975098
336,4.192785263061523
337,3.9649648666381836
338,4.25825834274292
339,4.2200703620910645
340,4.241610527038574
341,4.002945423126221
342,4.153453826904297
343,4.138480186462402
344,3.425359010696411
345,4.017333030700684
346,4.308465480804443
347,3.6975104808807373
348,4.110044479370117
349,4.06495475769043
350,3.647014856338501
351,3.9277350902557373
352,4.158142566680908
353,3.8805389404296875
354,3.840299606323242
355,4.044360637664795
356,3.527787208557129
357,4.072102069854736
358,3.9773480892181396
359,4.104086875915527
360,3.701967716217041
361,3.962688446044922
362,4.513713836669922
363,4.189949989318848
364,4.00870418548584
365,3.7793521881103516
366,3.9318532943725586
367,4.053211212158203
368,3.962430000305176
369,3.852780342102051
370,3.7835333347320557
371,3.725205421447754
372,3.5299670696258545
373,3.9668753147125244
374,3.968667507171631
375,4.140773773193359
376,3.4931955337524414
377,3.999645233154297
378,3.915994167327881
379,4.1352691650390625
380,3.6683759689331055
381,4.196310520172119
382,3.4267542362213135
383,4.011228084564209
384,3.72202205657959
385,3.574633836746216
386,3.8804521560668945
387,3.9087934494018555
388,4.103531360626221
389,4.144402027130127
390,3.8439064025878906
391,4.170337677001953
392,3.575852155685425
393,3.8682572841644287
394,4.253018856048584
395,3.5407533645629883
396,4.012881755828857
397,3.72200345993042
398,4.179851055145264
399,3.541501998901367
400,3.641103982925415
401,4.104103088378906
402,3.871887683868408
403,3.62392258644104
404,3.6660521030426025
405,3.9436585903167725
406,3.7101879119873047
407,3.916200637817383
408,3.8168416023254395
409,3.795166015625
410,3.8653979301452637
411,4.076958179473877
412,3.4536666870117188
413,3.892383575439453
414,3.593562364578247
415,3.6322989463806152
416,3.735318183898926
417,3.910599708557129
418,3.9289193153381348
419,3.986189126968384
420,3.726815938949585
421,4.1726813316345215
422,3.8009440898895264
423,3.7226526737213135
424,3.9344096183776855
425,4.290130615234375
426,3.759793758392334
427,3.6088385581970215
428,3.8955788612365723
429,3.8416152000427246
430,3.76631760597229
431,3.9781653881073
432,3.8430235385894775
433,4.084510803222656
434,4.149405002593994
435,3.9445905685424805
436,3.7270243167877197
437,3.857445478439331
438,4.019937038421631
439,3.8336093425750732
440,3.660477876663208
441,4.141841888427734
442,4.2374796867370605
443,3.766742706298828
444,3.8157007694244385
445,3.8142662048339844
446,3.760698080062866
447,3.7913613319396973
448,3.9277806282043457
449,3.734272003173828
450,3.9872121810913086
451,4.1051225662231445
452,3.900751829147339
453,4.260341167449951
454,4.1309494972229
455,3.7884480953216553
456,3.91982364654541
457,3.58355450630188
458,3.8056845664978027
459,3.8194735050201416
460,3.846909761428833
461,3.6760976314544678
462,4.003551959991455
463,3.921699285507202
464,3.7752108573913574
465,3.830679178237915
466,4.080511093139648
467,3.948111057281494
468,3.819838523864746
469,3.689077377319336
470,3.516268730163574
471,4.0163960456848145
472,3.5938150882720947
473,3.7809996604919434
474,3.766770839691162
475,3.841618776321411
476,3.9773759841918945
477,4.114156723022461
478,3.78696608543396
479,3.7872090339660645
480,3.9853439331054688
481,3.758430004119873
482,3.6867949962615967
483,3.7032883167266846
484,3.8899588584899902
485,3.6229097843170166
486,4.084319591522217
487,3.6522209644317627
488,4.06675386428833
489,3.4365296363830566
490,3.770272731781006
491,3.817802906036377
492,3.6680712699890137
493,3.7088065147399902
494,3.4663772583007812
495,4.093811511993408
496,4.188465595245361
497,4.149209499359131
498,3.288766860961914
499,4.10624885559082
500,3.9618144035339355
501,3.458463191986084
502,3.8384063243865967
503,3.877577304840088
504,3.572190523147583
505,3.7673373222351074
506,3.5847623348236084
507,4.1222944259643555
508,3.9475576877593994
509,3.5190961360931396
510,4.107296466827393
511,3.7557623386383057
512,3.6846630573272705
513,3.82130765914917
514,4.132193565368652
515,3.4401652812957764
516,3.8422863483428955
517,3.722681999206543
518,3.9750146865844727
519,4.207328796386719
520,3.8620574474334717
521,3.95517635345459
522,3.9429802894592285
523,3.9252729415893555
524,3.839229106903076
525,3.797386646270752
526,3.7239654064178467
527,3.6635923385620117
528,3.95342755317688
529,3.956620454788208
530,3.9035441875457764
531,4.119679927825928
532,4.065668106079102
533,4.268662929534912
534,3.7603633403778076
535,3.301450729370117
536,3.8509347438812256
537,3.6220340728759766
538,3.7786598205566406
539,3.8257997035980225
540,3.7884604930877686
541,3.789468288421631
542,3.9441823959350586
543,3.4582223892211914
544,3.8247406482696533
545,3.4684035778045654
546,3.6420695781707764
547,3.456277847290039
548,3.513148784637451
549,4.12827205657959
550,3.890158176422119
551,4.09935188293457
552,3.7110707759857178
553,4.327749252319336
554,3.848515510559082
555,3.726196050643921
556,3.4766016006469727
557,3.629394769668579
558,3.696408271789551
559,3.3195202350616455
560,3.892594337463379
561,3.773399591445923
562,3.49894118309021
563,3.8094842433929443
564,3.9183974266052246
565,4.100385665893555
566,3.7563159465789795
567,3.7698636054992676
568,3.6477646827697754
569,3.6886825561523438
570,3.6772654056549072
571,3.6662845611572266
572,3.7451579570770264
573,3.636531352996826
574,3.7295608520507812
575,3.6628215312957764
576,4.251321792602539
577,3.7051687240600586
578,3.37430739402771
579,3.8971645832061768
580,3.7088875770568848
581,3.644707441329956
582,3.692046642303467
583,3.4052822589874268
584,3.4305999279022217
585,3.5196871757507324
586,3.7408313751220703
587,3.9121522903442383
588,3.646965742111206
589,4.3654069900512695
590,3.869704484939575
591,3.5515074729919434
592,3.5656468868255615
593,3.81740140914917
594,3.4868109226226807
595,3.191988229751587
596,3.7344255447387695
597,3.7614386081695557
598,3.680838108062744
599,4.023819923400879
600,3.256349563598633
601,3.662930727005005
602,4.03587532043457
603,3.7535934448242188
604,3.4803969860076904
605,3.813082218170166
606,3.778775215148926
607,3.2797014713287354
608,3.3463845252990723
609,3.5013251304626465
610,3.637277841567993
611,3.672314167022705
612,3.5385847091674805
613,3.54831862449646
614,3.394603967666626
615,3.7251510620117188
616,4.004292011260986
617,3.6139540672302246
618,3.4391417503356934
619,3.766441583633423
620,3.4984166622161865
621,4.022677898406982
622,3.7304720878601074
623,3.7394440174102783
624,3.8318190574645996
625,3.868199348449707
626,3.970224618911743
627,3.749840259552002
628,4.005172252655029
629,3.8639628887176514
630,3.623774528503418
631,3.5734896659851074
632,3.7178616523742676
633,3.941469430923462
634,3.3092870712280273
635,3.819472551345825
636,4.0499773025512695
637,3.5369937419891357
638,3.472133159637451
639,3.6080574989318848
640,3.6726109981536865
641,3.761974811553955
642,3.4146206378936768
643,4.127617835998535
644,3.469912528991699
645,3.903740406036377
646,3.5990729331970215
647,4.001657009124756
648,4.120780944824219
649,3.5710015296936035
650,4.1071295738220215
651,3.4780304431915283
652,3.594074010848999
653,3.804058074951172
654,3.7627828121185303
655,3.7991764545440674
656,3.3427839279174805
657,3.9714882373809814
658,3.7122302055358887
659,3.7305006980895996
660,3.58428955078125
661,3.771177053451538
662,4.1585893630981445
663,3.993682622909546
664,3.6748368740081787
665,3.5899107456207275
666,3.740292549133301
667,3.443030595779419
668,3.6676483154296875
669,4.017509937286377
670,3.677232027053833
671,3.8730664253234863
672,3.376610517501831
673,3.5995569229125977
674,4.092690467834473
675,3.914930820465088
676,4.096264839172363
677,3.605036735534668
678,3.493709087371826
679,3.6767044067382812
680,3.5428733825683594
681,3.653437852859497
682,3.6056020259857178
683,3.550708055496216
684,3.926213264465332
685,3.760484457015991
686,3.737147331237793
687,3.930101156234741
688,4.208778381347656
689,3.645840644836426
690,3.3154845237731934
691,3.7563843727111816
692,3.2715935707092285
693,4.200475215911865
694,3.8227334022521973
695,3.846700668334961
696,3.5219309329986572
697,3.9071526527404785
698,4.167971611022949
699,3.7557272911071777
700,3.7475690841674805
701,3.4052653312683105
702,3.951523542404175
703,3.3015334606170654
704,3.6799850463867188
705,4.062757968902588
706,4.026742458343506
707,3.947960615158081
708,3.76692795753479
709,3.6022558212280273
710,3.630396842956543
711,3.9207563400268555
712,3.8620378971099854
713,3.6816349029541016
714,4.0687055587768555
715,3.8147621154785156
716,3.3550329208374023
717,3.668360710144043
718,3.628275156021118
719,3.820019006729126
720,3.575361967086792
721,3.8329460620880127
722,3.3235018253326416
723,3.6623518466949463
724,3.678105354309082
725,3.77200984954834
726,3.905282974243164
727,3.6048872470855713
728,3.5973970890045166
729,3.703453779220581
730,3.3601467609405518
731,4.0154805183410645
732,3.8309054374694824
733,3.657238721847534
734,4.436223983764648
735,3.570219039916992
736,3.566575527191162
737,3.644017219543457
738,3.8239285945892334
739,3.8568453788757324
740,3.866452217102051
741,3.733637809753418
742,3.9769797325134277
743,3.954671859741211
744,4.17138671875
745,3.8212602138519287
746,4.172182559967041
747,3.9269771575927734
748,3.7620174884796143
749,3.7430450916290283
750,3.628593683242798
751,3.7518792152404785
752,3.8845582008361816
753,3.8956375122070312
754,3.7663204669952393
755,3.4870073795318604
756,3.640401840209961
757,3.5646495819091797
758,3.6360013484954834
759,3.9318466186523438
760,3.7566020488739014
761,3.5835981369018555
762,3.6982977390289307
763,3.696606397628784
764,3.226776599884033
765,3.48508620262146
766,3.5328500270843506
767,3.7493293285369873
768,3.3389973640441895
769,3.4779553413391113
770,3.5146920680999756
771,3.358031749725342
772,3.9651026725769043
773,3.4239933490753174
774,3.589923858642578
775,3.4975504875183105
776,3.510240316390991
777,3.8129091262817383
778,3.6152076721191406
779,3.747814655303955
780,3.8419060707092285
781,3.7421836853027344
782,3.9598257541656494
783,3.8242149353027344
784,3.731818199157715
785,3.8836512565612793
786,3.434170961380005
787,3.8338212966918945
788,3.880657911300659
789,3.842339038848877
790,3.4951605796813965
791,3.6220955848693848
792,3.7873728275299072
793,3.64402437210083
794,3.7214646339416504
795,3.3794593811035156
796,3.778575897216797
797,4.07115364074707
798,3.8702523708343506
799,4.014996528625488
