,0
0,18.054290771484375
1,17.430622100830078
2,16.339630126953125
3,16.480304718017578
4,17.729917526245117
5,17.520336151123047
6,16.446107864379883
7,16.102027893066406
8,16.680450439453125
9,17.648008346557617
10,16.88254165649414
11,16.48236656188965
12,16.504533767700195
13,15.459247589111328
14,17.82207489013672
15,16.201936721801758
16,15.383410453796387
17,16.427087783813477
18,16.855281829833984
19,15.767810821533203
20,15.776032447814941
21,15.546253204345703
22,16.685380935668945
23,15.485214233398438
24,16.651994705200195
25,16.66976547241211
26,16.361906051635742
27,15.618215560913086
28,15.180891990661621
29,16.355310440063477
30,14.695467948913574
31,14.961435317993164
32,15.058395385742188
33,14.95470142364502
34,15.48551082611084
35,15.536599159240723
36,14.671407699584961
37,15.010843276977539
38,15.407364845275879
39,15.647384643554688
40,14.793543815612793
41,15.039880752563477
42,14.208353042602539
43,15.030141830444336
44,14.646017074584961
45,15.809197425842285
46,14.437701225280762
47,14.427261352539062
48,14.185699462890625
49,14.110235214233398
50,14.313180923461914
51,14.885148048400879
52,13.803993225097656
53,15.31179141998291
54,14.614288330078125
55,15.587902069091797
56,15.249544143676758
57,14.64964771270752
58,14.882912635803223
59,15.659509658813477
60,12.95181655883789
61,14.15585708618164
62,14.826629638671875
63,13.214616775512695
64,14.04738712310791
65,14.433135986328125
66,13.72054672241211
67,13.109341621398926
68,13.885992050170898
69,14.173694610595703
70,14.156974792480469
71,13.238338470458984
72,13.58858585357666
73,14.358854293823242
74,14.465890884399414
75,12.91508674621582
76,12.858816146850586
77,14.5846586227417
78,14.018338203430176
79,13.291272163391113
80,14.282312393188477
81,13.040017127990723
82,12.994780540466309
83,12.747386932373047
84,12.859640121459961
85,12.813559532165527
86,12.769620895385742
87,13.816794395446777
88,12.634004592895508
89,14.730976104736328
90,12.33650016784668
91,12.779918670654297
92,13.30801773071289
93,12.92147159576416
94,12.97158145904541
95,13.051292419433594
96,12.056467056274414
97,13.115410804748535
98,13.319868087768555
99,12.69864273071289
100,12.799347877502441
101,11.721481323242188
102,12.919297218322754
103,12.519675254821777
104,12.8900785446167
105,12.497355461120605
106,12.682385444641113
107,13.814762115478516
108,12.369718551635742
109,12.597748756408691
110,12.014952659606934
111,12.510453224182129
112,12.54879093170166
113,13.371326446533203
114,11.655655860900879
115,12.5577392578125
116,11.93249225616455
117,13.16891860961914
118,11.308503150939941
119,12.513224601745605
120,12.42857551574707
121,12.381525039672852
122,12.220401763916016
123,11.26482105255127
124,12.509384155273438
125,12.633376121520996
126,12.133848190307617
127,11.991287231445312
128,12.123861312866211
129,11.343734741210938
130,12.233268737792969
131,11.771408081054688
132,10.124234199523926
133,11.499820709228516
134,11.477069854736328
135,12.08914566040039
136,12.75572395324707
137,10.844648361206055
138,11.507074356079102
139,11.493940353393555
