,phi,t,tau,r,rdot,u,udot
0,0.0,1.010670810033357,1.071835072907532,4.392383329393688,0.08561878108778309,0.22766683256172843,-0.00443780864197531
1,0.05,2.024231465866419,2.1468098201972605,4.398811822664742,0.17155380700372697,0.22733411664657507,-0.008866038090468618
2,0.1,3.0426299693067893,3.2270408757078775,4.409553151872773,0.2581235450043721,0.22678034838411956,-0.013275120050968018
3,0.15000000000000002,4.067846229511807,4.314679882982368,4.424647119369049,0.3456509562585801,0.2260067239311503,-0.017655518765711375
4,0.2,5.1019053664167595,5.411928095317137,4.444149842436215,0.4344658006693287,0.22501491521532838,-0.021997747323474023
5,0.25,6.146891565919566,6.5210515844414045,4.46813415244404,0.5249070123437062,0.22380706708481585,-0.026292384005667892
6,0.3,7.2049626615520275,7.6443972506265165,4.496690115110448,0.6173251705025736,0.22238579363955968,-0.030530088678908072
7,0.35,8.278365630749224,8.78440984183296,4.5299256772839005,0.7120850916917882,0.22075417374167391,-0.03470161924255629
8,0.39999999999999997,9.369453210830775,9.94365020831919,4.5679674469891,0.8095685704927807,0.21891574570198247,-0.03879784813771637
9,0.44999999999999996,10.480701860847278,11.124815042423238,4.610961614877408,0.9101772975265188,0.2168745011395171,-0.04280977892175008
10,0.49999999999999994,11.614731321042242,12.33075838156222,4.659075026708808,1.0143359853911174,0.2146348780106262,-0.046728562909621886
11,0.5499999999999999,12.774326052471633,13.564515186583316,4.712496418076063,1.1224957352509735,0.21220175280435813,-0.05054551588028998
12,0.6,13.962458876083163,14.829327348300971,4.771437824274544,1.2351376790734792,0.20958043190095246,-0.054252134842963665
13,0.65,15.182317174216829,16.128672523401832,4.836136180032101,1.352776934939537,0.20677664209062083,-0.05784011485437182
14,0.7000000000000001,16.437332069161283,17.46629625812855,4.906855125748158,1.4759669153624941,0.20379652025033612,-0.06130136587426464
15,0.7500000000000001,17.73121105441655,18.846247925741118,4.98388703895124,1.6053040310276978,0.2006466021770891,-0.06462802964223509
16,0.8000000000000002,19.067974626250844,20.27292108345242,5.067555311864235,1.741432834653957,0.19733381057702226,-0.06781249655463403
17,0.8500000000000002,20.451997547867364,21.751098948419802,5.158216898252039,1.8850516515539995,0.19386544221102242,-0.07084742251590327
18,0.9000000000000002,21.888055478223528,23.286005802897613,5.256265155088792,2.036918744617769,0.1902491541987492,-0.07372574573410427
19,0.9500000000000003,23.38137781486632,24.883365268702516,5.362133006974765,2.1978590614204214,0.18649294948470235,-0.0764407034258229
20,1.0000000000000002,24.93770773810637,26.549466544094436,5.476296463583261,2.368771609359617,0.18260516147178746,-0.07898584839102589
21,1.0500000000000003,26.563370605996898,28.291239875974604,5.599278522617268,2.5506375003227775,0.1785944378299243,-0.08135506541388153
22,1.1000000000000003,28.265352040021003,30.116342751517266,5.731653492646597,2.7445286982419708,0.17446972348955606,-0.08354258744108488
23,1.1500000000000004,30.051387264842955,32.033258541234765,5.874051771555563,2.9516174894768588,0.17024024283244962,-0.08554301148489506
24,1.2000000000000004,31.93006352731085,34.0514096159971,6.02716511684573,3.1731866752036733,0.1659154810949235,-0.08735131419395191
25,1.2500000000000004,33.910937726115606,36.181287300374535,6.191752443274342,3.4106404540977096,0.16150516500158668,-0.08896286703104077
26,1.3000000000000005,36.00467174070119,38.43460142118464,6.368646180671509,3.6655159188546116,0.1570192426508078,-0.0903734509933702
27,1.3500000000000005,38.22318836319037,40.82445267111859,6.558759219456923,3.939495026539397,0.15246786267644108,-0.09157927080766749
28,1.4000000000000006,40.579851217353664,43.36553154074293,6.763092462271834,4.234416813796841,0.14786135271379738,-0.09257696852953115
29,1.4500000000000006,43.08967260067311,46.07434818548774,6.982742985776193,4.552289504906856,0.1432101972014428,-0.09336363647405548
30,1.5000000000000007,45.769553814637874,48.96949829341131,7.218912795056071,4.895301992103607,0.13852501455411095,-0.09393682940280669
31,1.5500000000000007,48.63856325702477,52.071970807426936,7.472918121609603,5.265833938596768,0.13381653374580377,-0.09429457589082432
32,1.6000000000000008,51.71825833542882,55.405504229511806,7.746199171046896,5.6664634460520595,0.12909557034599853,-0.09443538879648752
33,1.6500000000000008,55.03305811252952,58.99699918195886,8.040330163870571,6.099970815195615,0.12437300205575208,-0.09435827475685794
34,1.7000000000000008,58.610674485621146,62.8769958945943,8.357029426024413,6.569336379451964,0.11965974379435895,-0.09406274263152119
35,1.7500000000000009,62.482610589654016,67.08022627614454,8.69816916758374,7.077729668263541,0.11496672239105112,-0.09354881081902425
36,1.800000000000001,66.68473591608154,71.64625112600564,9.065784428139663,7.628486211816831,0.11030485093998692,-0.09281701337176755
37,1.850000000000001,71.257948233037,76.62019370998054,9.462080453660716,8.22506707699101,0.10568500288043071,-0.0918684048376725
38,1.900000000000001,76.2489325799594,82.05358114330383,9.889437486521627,8.87099466382729,0.10111798586753856,-0.09070456376011758
39,1.950000000000001,81.71102709622302,88.00530446908171,10.350411579449469,9.569756329871181,0.0966145155025023,-0.08932759477151984
40,2.000000000000001,87.70520379309416,94.54270650745762,10.847729563865723,10.324664993045694,0.09218518899392968,-0.0877401292205286
41,2.0500000000000007,94.3011689637571,101.74280278441952,11.384275689973174,11.138662968424239,0.08784045882521635,-0.08594532427808212
42,2.1000000000000005,101.57858186282365,109.69363414826631,11.9630666866503,12.01405196069016,0.08359060650526252,-0.08394686047353513
43,2.1500000000000004,109.62838035949356,118.49573869809842,12.587211045222764,12.952128523629813,0.07944571648216948,-0.0817489376186672
44,2.2,118.55418685718968,128.26371358409654,13.259847206810724,13.952700782366916,0.075415650301488,-0.07935626908459456
