,t,r,velocity,theta,tau
745,1282.6427772400143,9.939838945984302,-1.1530728759737212,37.25000000000002,1199.7437349799973
746,1287.7190168081272,9.869659027751672,-1.649279714824327,37.30000000000002,1204.6142434462013
747,1292.7007281694987,9.775339633720218,-2.117038108721033,37.350000000000016,1209.3921066939304
748,1297.5665566296664,9.658481456222358,-2.549458966611348,37.40000000000001,1214.0564198959398
749,1302.297795031776,9.520995384432988,-2.9410564861564223,37.45000000000001,1218.5888875514595
750,1306.878640916645,9.365028951709178,-3.2878658299885735,37.50000000000001,1222.9740759147771
751,1311.2963233823275,9.192889369361827,-3.5874629498640616,37.550000000000004,1227.1995366626434
752,1315.5411079931082,9.006967816808475,-3.8388968765835076,37.6,1231.2558101252946
753,1319.6061952501425,8.80966896467455,-4.042551402058082,37.65,1235.1363234886521
754,1323.487532802471,8.603348757979155,-4.1999566806285955,37.699999999999996,1238.8372039812232
755,1327.1835637217914,8.390262431205038,-4.313571968107087,37.74999999999999,1242.3570291644478
756,1330.6949330834434,8.172523699533754,-4.3865590267255605,37.79999999999999,1245.6965363454199
757,1334.0241732881357,7.952075171508637,-4.422562411601549,37.84999999999999,1248.8583113220861
758,1337.1753856025846,7.730669318834328,-4.425508719482688,37.899999999999984,1251.8464737279444
759,1340.1539318500113,7.509858841986116,-4.399432620360745,37.94999999999998,1254.6663727192722
760,1342.9661465124643,7.290994978364009,-4.34833362050472,37.99999999999998,1257.3243031079987
761,1345.6190760637637,7.075232184920921,-4.276064330031618,38.049999999999976,1259.8272486315257
762,1348.1202493559467,6.863537650874572,-4.186248654030854,38.09999999999997,1262.1826560857744
763,1350.4774804433573,6.656704217088042,-4.082226778787744,38.14999999999997,1264.3982416374643
764,1352.698703369921,6.455365458947139,-3.967022980288903,38.19999999999997,1266.4818287978926
765,1354.7918371296764,6.26001189747937,-3.8433319940001613,38.249999999999964,1268.4412162457218
766,1356.7646781660576,6.071007515145432,-3.713519797056087,38.29999999999996,1270.2840728581693
767,1358.6248173138847,5.88860595181262,-3.5796350241258064,38.34999999999996,1272.0178568609556
768,1360.379577920263,5.7129659330355,-3.4434277490950698,38.399999999999956,1273.6497558485569
769,1362.0359719247294,5.544165632213385,-3.306372927915005,38.44999999999995,1275.1866444764278
770,1363.6006708652515,5.382215789482543,-3.169696352440768,38.49999999999995,1276.6350568166556
771,1365.0799890489873,5.2270715048055045,-3.0344014728771316,38.54999999999995,1278.0011706424732
772,1366.4798764423374,5.078642693539284,-2.901295887553438,38.599999999999945,1279.2908012229052
773,1367.8059191628545,4.93680324335726,-2.7710166660098507,38.64999999999994,1280.5094025360863
774,1369.063345775004,4.801398945454297,-2.6440539661090168,38.69999999999994,1281.6620741277568
775,1370.2570378893417,4.672254293965254,-2.520772634438919,38.749999999999936,1282.7535721371307
776,1371.391543832975,4.549178258568868,-2.4014316504942212,38.79999999999993,1283.7883232785425
777,1372.471094395057,4.43196913895928,-2.28620139864914,38.84999999999993,1284.770440800977
778,1373.4996198541796,4.320418608395652,-2.175178837101551,38.89999999999993,1285.7037416485655
