,phi,t,tau,r,rdot,u,udot
0,0.0,1.1846870729461025,1.2610620523844767,4.7643590274999825,0.09822122053358291,0.20989182264140432,-0.00432709434382716
1,0.05,2.372964150068575,2.5260312118155337,4.771733947922812,0.19680476147732315,0.2095674257856122,-0.008643371088010459
2,0.1,3.567251927778404,3.7975422687227356,4.784056753878411,0.2961153343137823,0.20902762058357793,-0.01293803291521189
3,0.15000000000000002,4.770011737548472,5.078274656379394,4.801373030479912,0.39652250601554506,0.20827375703821266,-0.017200336560771287
4,0.2,5.983762484261886,6.370971063680534,4.823747021913619,0.4984031774724333,0.20730772062820407,-0.021419619686994993
5,0.25,7.211098282526661,7.678456818663749,4.851262061535934,0.6021441236667866,0.2061319275923418,-0.025585327555060756
6,0.3,8.454707010956056,9.003660285783791,4.884021131010877,0.7081446164090456,0.2047493188861416,-0.029687039427822897
7,0.35,9.717390020454225,10.349634537722663,4.922147553141786,0.8168191505850948,0.20316335282588271,-0.03371449463747459
8,0.39999999999999997,11.002083252831302,11.719580584991828,4.965785824101253,0.9286002949514333,0.2013779964384565,-0.03765761825286213
9,0.44999999999999996,12.311880051029057,13.116872474238114,5.015102591815362,1.0439416884745711,0.19939771553866079,-0.04150654628224711
10,0.49999999999999994,13.65005597239312,14.545084599583511,5.070287788303256,1.163321202952457,0.19722746355875875,-0.045251650348474115
11,0.5499999999999999,15.020095952411058,16.00802161121242,5.131555924797113,1.2872442920514002,0.19487266915824114,-0.04888356177482071
12,0.6,16.425724208893314,17.5097513525973,5.199147559449318,1.4162475457734272,0.1923392226447825,-0.05239319502128038
13,0.65,17.87093732657773,19.054641313194107,5.273330948342094,1.5509024675139242,0.18963346124035596,-0.05577177041265323
14,0.7000000000000001,19.36004102059475,20.6473991482627,5.354403891306174,1.6918194879856192,0.18676215322935905,-0.05901083610159031
15,0.7500000000000001,20.89769114529005,22.293117892954392,5.4426957846687,1.8396522259898054,0.18373248102840098,-0.06210228921165065
16,0.8000000000000002,22.488939593863208,23.997326585405517,5.5385698934039125,1.9951019998100628,0.1805520232200982,-0.06503839610748069
17,0.8500000000000002,24.139285825590957,25.76604711489314,5.642425855142205,2.1589225842380277,0.1772287355958171,-0.06781181174140859
18,0.9000000000000002,25.854734862644648,27.60585822791081,5.754702427955598,2.331925196072439,0.17377093125478213,-0.0704155980280558
19,0.9500000000000003,27.641862719374416,29.52396775919594,5.875880492584269,2.514983674272085,0.1701872598093278,-0.07284324120099907
