,phi,t,tau,r,rdot,u,udot
0,0.0,3.7603656975409194,4.0806817880238695,8.570430104984792,-0.03993400538668912,0.11668025848765433,0.0005436728395061725
1,0.05,7.518136935260841,8.158514077747741,8.56743726064158,-0.07971945904770257,0.11672101815019467,0.0010860816535158127
2,0.1,11.271596439150247,12.23161081045787,8.562461164220386,-0.1192088063806918,0.1167888508713663,0.0016259646898165896
3,0.15000000000000002,15.019045872153715,16.298106763483915,8.555520273745417,-0.15825660231713326,0.11688359889330519,0.0021620662023579397
4,0.2,18.75881317480006,20.35616562647172,8.546640248295262,-0.19672053048454138,0.11700504185834462,0.0026931394366728634
5,0.25,22.48925967443131,24.403987822555923,8.53585376687743,-0.2344623801260747,0.11715289733294226,0.0032179495920998643
6,0.3,26.208786903357197,28.439818008656992,8.523200299759429,-0.2713489681311402,0.11732682147904297,0.0037352767531866407
7,0.35,29.915843070879216,32.46195219422378,8.508725835294152,-0.3072529947042392,0.11752640987114721,0.004243918782758556
8,0.39999999999999997,33.60892913953241,36.46874442370761,8.492482565817195,-0.34205382259581824,0.11775119845698197,0.004742694169260716
9,0.44999999999999996,37.28660446195411,40.45861297474353,8.47452853665893,-0.3756381713957386,0.11800066465930487,0.005230444821131998
10,0.49999999999999994,40.94749194136445,44.430046031271175,8.454927262697035,-0.4079007201003162,0.11827422861601417,0.005706038801141882
11,0.5499999999999999,44.590282685583084,48.38160679848638,8.433747317170088,-0.4387446129584004,0.11857125455538858,0.006168372993815505
12,0.6,48.213740131658554,52.31193803440605,8.41106189767701,-0.4680818654308485,0.118891052302942,0.0066163756992880345
13,0.65,51.81670362539865,56.21976598078659,8.386948374399937,-0.49583366891251485,0.11923287891605118,0.00704900914716518
14,0.7000000000000001,55.39809144721884,60.10390368400039,8.361487825611446,-0.5219305946209967,0.11959594044219918,0.007465271924221179
15,0.7500000000000001,58.95690328263509,63.96325370409654,8.334764565464974,-0.5463126987108181,0.11997939379637565,0.00786420131003776
16,0.8000000000000002,62.49222214229721,67.79681021751745,8.306865668925699,-0.5689295321900569,0.1203823487528873,0.008244875514976028
17,0.8500000000000002,66.00321574258227,71.60366052569572,8.277880498485636,-0.5897400605696654,0.12080387004655853,0.00860641581517644
