,0
0,1.546714186668396
1,1.9994964599609375
2,2.3587589263916016
3,2.0127737522125244
4,2.9676272869110107
5,0.6570339202880859
6,0.37803319096565247
7,1.5422227382659912
8,1.998075008392334
9,2.359961986541748
10,2.0124757289886475
11,2.9550843238830566
12,0.6558849215507507
13,0.3767603039741516
14,1.538081407546997
15,1.9968661069869995
16,2.359961986541748
17,2.0121936798095703
18,2.942631721496582
19,0.6547791361808777
20,0.37577125430107117
21,1.5339930057525635
22,1.9955633878707886
23,2.359961986541748
24,2.011915683746338
25,2.9303722381591797
26,0.6536725163459778
27,0.37486231327056885
28,1.5299959182739258
29,1.994253396987915
30,2.36014986038208
31,2.0116405487060547
32,2.9181361198425293
33,0.6525909304618835
34,0.37398526072502136
35,1.5259929895401
36,1.9930059909820557
37,2.3613643646240234
38,2.01137113571167
39,2.906020402908325
40,0.6515064239501953
41,0.37312397360801697
42,1.522143840789795
43,1.9916787147521973
44,2.3613643646240234
45,2.0111074447631836
46,2.8940649032592773
47,0.6504712104797363
48,0.37227487564086914
49,1.5181584358215332
50,1.9905298948287964
51,2.3613643646240234
52,2.0108566284179688
53,2.882190704345703
54,0.6494181156158447
55,0.37142956256866455
56,1.514436960220337
57,1.9892463684082031
58,2.3616042137145996
59,2.0106112957000732
60,2.8703813552856445
61,0.6483986973762512
62,0.3705996870994568
63,1.5105867385864258
64,1.9881113767623901
65,2.3627185821533203
66,2.0103697776794434
67,2.8586769104003906
68,0.6474219560623169
69,0.3697744607925415
70,1.5068241357803345
71,1.9869765043258667
72,2.3627185821533203
73,2.0101470947265625
74,2.8471107482910156
75,0.6464440822601318
76,0.3689572215080261
77,1.5030057430267334
78,1.9857265949249268
79,2.3627185821533203
80,2.009913921356201
81,2.8356168270111084
82,0.6455001831054688
83,0.36815065145492554
84,1.4994109869003296
85,1.984676480293274
86,2.3627450466156006
87,2.0096983909606934
88,2.8242268562316895
89,0.6445860862731934
90,0.3673511743545532
91,1.4957630634307861
92,1.983581781387329
93,2.3640894889831543
94,2.009495973587036
95,2.812912940979004
96,0.6436307430267334
97,0.3665602505207062
98,1.4921996593475342
99,1.9824435710906982
