,phi,t,tau,r,rdot,u,udot
0,0.0,2.6665134468982292,2.880500065111703,7.2006250542581824,0.025004340842983565,0.1388768325617284,-0.0004822530864197537
1,0.05,5.3343959926401405,5.762500533744785,7.202500151710896,0.049977398330811613,0.13884067739484296,-0.000963400998614835
2,0.1,8.004559419133146,8.647000644930747,7.205622943323313,0.07488775918322586,0.13878050626096028,-0.0014423404074767774
3,0.15000000000000002,10.677913808104393,11.534997792156624,7.20998950415781,0.09970380696108032,0.13869645710625883,-0.0019179729426143574
4,0.2,13.355366837204137,14.427486758882305,7.21559432070999,0.12439362234637269,0.1385887226406048,-0.002389207660433613
5,0.25,16.0378230529159,17.325458928483357,7.2224302733095955,0.1489248856697986,0.13845754990470285,-0.002854963496965618
6,0.3,18.726183113758292,20.22990146143378,7.230488613718137,0.1732647824656663,0.13830323971505012,-0.0033141717003828475
7,0.35,21.421342997352777,23.141796432640557,7.239758938094694,0.19737991285928635,0.13812614598783488,-0.0037657782381691944
8,0.39999999999999997,24.124193165046485,26.06211992196699,7.2502291555423115,0.22123620562261592,0.13792667494317298,-0.004208746173939253
9,0.44999999999999996,26.83561767792268,28.991841051138554,7.261885452490156,0.24479883776934636,0.13770528419132422,-0.004642058008939575
10,0.49999999999999994,29.55649325820774,31.931920960417404,7.274712253211073,0.26803216059999063,0.13746248170277772,-0.005064717983308414
11,0.5499999999999999,32.287688290296536,34.88331171866459,7.288692176820835,0.29089963314989326,0.1371988246643416,-0.005475754332221206
12,0.6,35.03006175587308,37.84695516068785,7.303805991154116,0.31336376403735394,0.13691491822361293,-0.005874221492107064
13,0.65,37.784462097905156,40.82378164610353,7.320032563963233,0.33538606275390703,0.13661141412444444,-0.0062592022521870076
14,0.7000000000000001,40.55172600864625,43.814708734329145,7.337348811938898,0.3569270014827747,0.13628900923625975,-0.006629809846657931
15,0.7500000000000001,43.33267713719094,46.82063977077638,7.355729648107672,0.37794598857292905,0.13594844398030032,-0.006985189982927708
16,0.8000000000000002,46.12812471260763,49.84246237983744,7.3751479282180545,0.39840135483318195,0.13559050065611564,-0.007324522801396584
17,0.8500000000000002,48.93886207922026,52.881046860859705,7.395574396786275,0.41825035384121384,0.13521600167183054,-0.007647024762378528
18,0.9000000000000002,51.76566514123559,55.93724448398918,7.416977633533124,0.43744917748417594,0.1348258076819417,-0.007951950455863766
19,0.9500000000000003,54.60929071461949,59.01188568354032,7.439324001004426,0.45595298795802697,0.1344208156366068,-0.00823859432994058
20,1.0000000000000002,57.47047478492044,62.10577814742304,7.462577594229013,0.4737159674494556,0.13400195674659698,-0.008506292333820957
21,1.0500000000000003,60.349930670625746,65.2197048021337,7.486700193328962,0.4906913867043747,0.1335701943682815,-0.008754423471551058
22,1.1000000000000003,63.248347092619525,68.35442169389873,7.511651220056104,0.5068316936476628,0.13312652181320675,-0.008982411262633962
23,1.1500000000000004,66.1663861513943,71.51065576775112,7.53738769928568,0.5220886231571946,0.13267196008701665,-0.009189725105949
24,1.2000000000000004,69.10468121485158,74.68910254762332,7.563864226551109,0.5364133290083183,0.13220755556263725,-0.009375881543519303
25,1.2500000000000004,72.06383472081065,77.8904237219536,7.59103294275192,0.5497565388899806,0.13173437759281775,-0.009540445420857144
26,1.3000000000000005,75.04441589972748,81.11524464082635,7.6188435172084725,0.562068733248023,0.13125351606727811,-0.009683030940805368
27,1.3500000000000005,78.04695842460183,84.36415173229385,7.647243140270548,0.5733003485323586,0.13076607891986308,-0.009803302607992552
28,1.4000000000000006,81.07195799661457,87.63768984725063,7.676176526710542,0.5834020052107808,0.13027318959124148,-0.00990097606122971
29,1.4500000000000006,84.11986987667899,90.93635954404202,7.705585931144046,0.5923247606615454,0.12977598445281763,-0.009975818791397065
30,1.5000000000000007,87.19110637479561,94.26061432587042,7.735411176719122,0.6000203867687155,0.12927561019763883,-0.010027650742600662
31,1.5500000000000007,90.28603431085612,97.61085784599959,7.765589698298835,0.6064416717184871,0.12877322120418808,-0.010056344794620021
32,1.6000000000000008,93.40497246232653,100.98744109772754,7.796056601327561,0.6115427451321328,0.1282699768790434,-0.010061827124919502
33,1.6500000000000008,96.54818901603102,104.39065960807613,7.826744737518567,0.6152794252737289,0.12776703898446615,-0.010044077448757089
34,1.7000000000000008,99.71589904302965,107.82075065610198,7.857584798426618,0.6176095866415285,0.1272655689570461,-0.010003129136194487
35,1.7500000000000009,102.90826201730388,111.27789053863474,7.888505427873502,0.6184935457951405,0.12676672522358512,-0.009939069205091342
36,1.800000000000001,106.12537940060128,114.76219190805891,7.919433354074977,0.6178944627923678,0.12627166052043937,-0.009852038189453327
37,1.850000000000001,109.36729231730816,118.27370120843308,7.950293542174088,0.6157787551169263,0.12578151922256445,-0.009742229882798263
38,1.900000000000001,112.63397934457711,121.81239623774368,7.98100936771727,0.6121165204800525,0.12529743468851737,-0.009609890956505501
39,1.950000000000001,115.92535444409394,125.3781838653733,8.011502811416412,0.6068819643854627,0.12482052662766309,-0.009455320453420835
40,2.000000000000001,119.24126506278466,128.9708979348793,8.041694675322367,0.6000538278697476,0.12435189849581214,-0.009278869157301247
41,2.0500000000000007,122.58149043039421,132.59029738288146,8.07150482029458,0.5916158103819155,0.12389263492547896,-0.00908093883899991
42,2.1000000000000005,125.94574008217333,136.23606460519994,8.100852424389211,0.5815569823601197,0.12344379919689723,-0.008861981380611178
43,2.1500000000000004,129.33365263484984,139.90780410132547,8.129656261506968,0.5698721817150679,0.12300643075585993,-0.008622497779116617
44,2.2,132.74479484359773,143.60504142779973,8.157834999344916,0.5565623881529108,0.12258154278436634,-0.008363037031395418
45,2.25,136.17866096682195,147.32722249010345,8.18530751538799,0.541635069080115,0.12217011982995721,-0.00808419490278469
46,2.3,139.63467246422292,151.07371320116215,8.211993229360129,0.5251044907428538,0.12177311549950207,-0.007786612581695855
47,2.3499999999999996,143.11217805177375,154.84379953256715,8.237812450237627,0.5069919882765312,0.12139145022306913,-0.007470975223111578
48,2.3999999999999995,146.61045413492855,158.63668798206112,8.26268673561401,0.48732618848811565,0.12102600909335925,-0.007138010384102016
