,phi,t,tau,r,rdot,u,udot
0,0.0,1.5452539772506368,1.6540154450448301,5.456397897038571,0.07412286437474518,0.18327109182098766,-0.0024896604938271618
1,0.05,3.0936003447583618,3.311405159554078,5.461960715820506,0.1483828885305256,0.18308443652908588,-0.004973781202505119
2,0.1,4.647114326555473,4.974433666616155,5.471244202840646,0.22291723444341421,0.18277378287754079,-0.007446830135395644
3,0.15000000000000002,6.2078910888094905,6.64538745628648,5.484265512725095,0.2978631349768626,0.18233982247571867,-0.00990329717401934
4,0.2,7.778053853970312,8.3265839248695,5.501048666799298,0.3733579091465376,0.18178352175565005,-0.012337704992432459
5,0.25,9.359762152151001,10.020380466636963,5.521624557303252,0.44953895307498476,0.18110612005978138,-0.014744619950565625
6,0.3,10.955220248637282,11.729183761213399,5.546030950362234,0.5265436976881521,0.18030912718485387,-0.017118662950958704
7,0.35,12.56668578609347,13.455459299517127,5.574312485810884,0.6045095234709722,0.179394320383984,-0.0194545202488672
8,0.39999999999999997,14.196478679519537,15.201741190601897,5.606520671461567,0.6835736216647093,0.17836374082953474,-0.021746954205151624
9,0.44999999999999996,15.846990301241394,16.970642290918725,5.642713868849183,0.7638727901447667,0.17721968953991057,-0.023990813970698438
10,0.49999999999999994,17.520692992091302,18.76486469630718,5.682957266863106,0.8455431508531979,0.1759647227739903,-0.026181046090367036
11,0.5499999999999999,19.220149933341965,20.587210635302625,5.727322838981407,0.9287197740638438,0.17460164689753163,-0.028312705013620244
12,0.6,20.94802541175549,22.440593799955032,5.775889279041222,1.0135361929188913,0.17313351272654529,-0.03038096349808591
13,0.65,22.70709550712494,24.328051147106173,5.828741909599405,1.1001237895842317,0.17156360935334802,-0.03238112289132488
14,0.7000000000000001,24.500259227715695,26.252755198737322,5.88597255594695,1.1886110320210241,0.1698954574617648,-0.03430862327505768
15,0.7500000000000001,26.330550113808577,28.21802686430545,5.947679377725931,1.2791225377612048,0.16813280213876383,-0.036159053455041196
16,0.8000000000000002,28.201148322812884,30.22734880060721,6.013966648845974,1.3717779382120243,0.16627960519067578,-0.037928160778700815
17,0.8500000000000002,30.115393200807418,32.28437931526222,6.08494447499648,1.4666905139170738,0.1643400369730701,-0.039611860761526924
18,0.9000000000000002,32.07679633447324,34.392966807938556,6.160728436489796,1.563965567902352,0.16231846774433883,-0.04120624650215175
19,0.9500000000000003,34.08905506372704,36.55716472842684,6.241439142440556,1.6636985007906984,0.16021945855406922,-0.042707597864948835
20,1.0000000000000002,36.15606641839844,38.78124701199518,6.327201680382098,1.765972547859396,0.15804775167837076,-0.04411239040795777
21,1.0500000000000003,38.28194142138597,41.069723929425464,6.4181449433419,1.8708561347636528,0.1558082606154582,-0.04541730403294754
22,1.1000000000000003,40.471019675159646,43.42735826094835,6.514400814151059,1.9783998054195435,0.1535060596559743,-0.04661923133350789
23,1.1500000000000004,42.727884117448234,45.859181669068256,6.616103184364515,2.0886326727595512,0.15114637304376494,-0.04771528561621629
24,1.2000000000000004,45.057375794571456,48.37051110401797,6.7233867826486735,2.201558341041183,0.14873456374408534,-0.048702808569182854
25,1.2500000000000004,47.46460845618951,50.96696502623757,6.8363857848978,2.317150247493057,0.14627612183751995,-0.04957937755164309
26,1.3000000000000005,49.9549827222295,53.65447917170625,6.95523217573909,2.43534637181996,0.14377665255922764,-0.050342812477762636
27,1.3500000000000005,52.53419951037138,56.43932151701304,7.080053828575198,2.556043265081926,0.14124186400447772,-0.050991182267453874
28,1.4000000000000006,55.20827233972084,59.32810602060354,7.210972269023713,2.679089355481624,0.13867755452280905,-0.0515228108367946
29,1.4500000000000006,57.98353804224634,62.327804623662225,7.348100084719605,2.8042774985712304,0.1360895998245183,-0.05193628260059588
30,1.5000000000000007,60.86666531749012,65.44575688777417,7.491537943173945,2.931336754431629,0.1334839398245548,-0.05223044745980167
31,1.5500000000000007,63.864660457588364,68.68967652641186,7.641371179014826,3.0599233957687884,0.13086656525026,-0.05240442524672655
32,1.6000000000000008,66.98486944886857,72.06765395352738,7.797665912827975,3.18961118006712,0.12824350404072782,-0.05245760960165829
33,1.6500000000000008,70.23497552408348,75.5881538260225,7.96046466639431,3.319880957524064,0.12562080756687155,-0.052389671255076695
34,1.7000000000000008,73.62299109755436,79.26000639966665,8.129781443900844,3.4501097361189776,0.1230045367025486,-0.0522005606906747
35,1.7500000000000009,77.15724286734921,83.09239135367868,8.305596256273022,3.5795593874578837,0.12040074777830953,-0.05189051016551478
36,1.800000000000001,80.84634871908025,87.09481257316291,8.487849076810692,3.70736525339329,0.11781547845048981,-0.05146003506501718
37,1.850000000000001,84.69918492212119,91.27706221879161,8.676433231536825,3.83252500481314,0.11525473351944111,-0.050909934572053825
38,1.900000000000001,88.72484198081773,95.64917227039024,8.871188247849062,3.953888210630271,0.11272447073169294,-0.050241291631213394
39,1.950000000000001,92.93256740348644,100.22135161966663,9.071892210943375,4.070147195912162,0.11023058660173513,-0.04945547219130262
40,2.000000000000001,97.33169359701019,105.00390672532129,9.278253709711963,4.179829900613639,0.10777890228990561,-0.048554123711351774
41,2.0500000000000007,101.93154910463879,110.0071438533235,9.489903492872823,4.2812955895824105,0.10537514957354702,-0.04753917291778929
42,2.1000000000000005,106.74135150274374,115.24125103232929,9.706386002117592,4.372734402562873,0.1030249569491503,-0.04641282280303143
43,2.1500000000000004,111.77008048534064,120.71615808851769,9.927151001742196,4.45217185847911,0.1007338359036245,-0.04517754885848532
44,2.2,117.02633002166694,126.44137351711693,10.151545582559654,4.51747952599977,0.09850716739311097,-0.04383609453787289
