input,force
0.0,0.0
0.501002004008016,0.23741372648457493
1.002004008016032,0.47035497645885416
1.503006012024048,0.6989914906261697
2.004008016032064,0.9234901341342919
2.5050100200400798,1.1440167322318417
3.006012024048096,1.3607358886125465
3.507014028056112,1.5738107858950552
4.008016032064128,1.78340296779027
4.509018036072144,1.9896721026332849
5.0100200400801596,2.1927757281043774
5.511022044088175,2.392868977134209
6.012024048096192,2.5901042851833553
6.513026052104208,2.7846310793059916
7.014028056112224,2.976595449652108
7.51503006012024,3.1661398043315954
8.016032064128256,3.353402508855885
8.517034068136272,3.5385175116868437
9.018036072144287,3.7216139577558063
9.519038076152304,3.902815792164694
10.020040080160319,4.082241356641851
10.521042084168336,4.260002981692423
11.02204408817635,4.43620657775062
11.523046092184368,4.610951229002106
12.024048096192384,4.784328793890918
12.5250501002004,4.956423516648145
13.026052104208416,5.127311654469487
13.527054108216431,5.2970611252158735
14.028056112224448,5.465731180705238
14.529058116232463,5.633372110794058
15.03006012024048,5.800024983504315
15.531062124248495,5.965721426425826
16.03206412825651,6.13048345450682
16.533066132264526,6.29432334913066
17.034068136272545,6.457243593057926
17.53507014028056,6.619236865388398
18.036072144288575,6.780286100165566
18.53707414829659,6.940364611610258
19.03807615230461,7.099436288234511
19.539078156312623,7.257455857260925
20.040080160320638,7.414369219868119
20.541082164328657,7.5701138568139745
21.04208416833667,7.7246193029736006
21.543086172344687,7.877807688287643
22.0440881763527,8.029594341571668
22.54509018036072,8.179888452611918
23.046092184368735,8.328593786991325
23.54709418837675,8.475609447176375
24.04809619238477,8.620830672573511
24.549098196392784,8.764149670554737
25.0501002004008,8.90545646987521
25.551102204408814,9.04463978747648
26.052104208416832,9.181587899399743
26.553106212424847,9.316189506431742
27.054108216432862,9.448334585175074
27.555110220440877,9.577915215472276
28.056112224448896,9.704826375514214
28.55711422845691,9.8289666965156
29.058116232464926,9.950239169530624
29.559118236472944,10.068551797790539
30.06012024048096,10.183818188852046
30.561122244488974,10.29595808182707
31.06212424849699,10.404897805997704
31.563126252505008,10.510570668178392
32.06412825651302,10.612917267249145
32.56513026052104,10.711885735323175
33.06613226452905,10.807431906010981
33.56713426853707,10.899519411179893
34.06813627254509,10.988119708469531
34.569138276553105,11.073212042594236
35.07014028056112,11.1547833441366
35.571142284569135,11.232828070102295
36.07214428857715,11.307347990965413
36.573146292585164,11.378351929282323
37.07414829659318,11.44585545519587
37.5751503006012,11.509880544293079
38.07615230460922,11.570455203326881
38.57715430861723,11.6276130692733
39.07815631262525,11.681392987079608
39.57915831663326,11.73183857127689
40.080160320641276,11.778997756392492
40.58116232464929,11.822922340814683
41.08216432865731,11.863667528444678
41.58316633266533,11.901291472128825
42.08416833667334,11.935854822506688
42.58517034068136,11.967420285546746
43.08617234468937,11.99605219167823
43.58717434869739,12.02181607907161
44.0881763527054,12.044778293277552
44.589178356713425,12.06500560510833
45.09018036072144,12.082564848341022
45.591182364729455,12.097522578540625
46.09218436873747,12.10994475404511
46.593186372745485,12.11989643992508
47.0941883767535,12.127441535526412
47.595190380761515,12.132642526027938
48.09619238476954,12.135560258293438
48.59719438877755,12.136253741168964
49.09819639278557,12.134779970270547
49.59919839679358,12.131193777220776
50.1002004008016,12.125547703224859
50.60120240480961,12.1178918968233
51.10220440881763,12.108274035618686
51.60320641282564,12.096739271743587
52.104208416833664,12.08333020081416
52.60521042084168,12.068086854096387
53.106212424849694,12.051046713595163
53.60721442885771,12.032244749760688
54.108216432865724,12.011713481486021
54.60921843687374,11.989483058044382
55.110220440881754,11.96558136258066
55.611222444889776,11.940034136727958
56.11222444889779,11.91286512586301
56.613226452905806,11.884096244444915
57.11422845691382,11.853747760795166
57.615230460921836,11.821838500575327
58.11623246492985,11.788386068099403
58.617234468937866,11.753407084481061
59.11823647294589,11.716917441462153
59.6192384769539,11.678932569598922
60.12024048096192,11.639467719296615
60.62124248496993,11.598538252985913
61.12224448897795,11.556159946525087
61.62324649298596,11.512349297697192
62.12424849699398,11.467123839453215
62.625250501002,11.420502455335592
63.126252505010015,11.372505694307435
63.62725450901803,11.32315608201671
64.12825651302605,11.272478425347812
64.62925851703406,11.220500106962835
65.13026052104208,11.167251366416135
65.63126252505009,11.112765564348862
66.1322645290581,11.057079426236998
66.63326653306612,11.000233262187406
67.13426853707413,10.942271159353988
67.63527054108215,10.883241143685042
68.13627254509018,10.823195307917164
68.6372745490982,10.762189903002039
69.13827655310621,10.700285390488693
69.63927855711422,10.637546453784399
70.14028056112224,10.57404196667944
70.64128256513025,10.509844918035515
71.14228456913827,10.445032292100347
71.64328657314628,10.379684904508796
72.1442885771543,10.313887194655704
72.64529058116231,10.247726975761905
73.14629258517033,10.181295144589544
73.64729458917834,10.114685353384404
74.14829659318636,10.04799364720975
74.64929859719437,9.981318070384544
75.1503006012024,9.914758246223263
75.65130260521042,9.848414934694159
76.15230460921843,9.782389572947798
76.65330661322645,9.716783803917531
77.15430861723446,9.651698998345765
77.65531062124248,9.587235775646334
78.1563126252505,9.523493528970079
78.65731462925851,9.460569959701328
79.15831663326652,9.398560626382695
79.65931863727454,9.337558512749647
80.16032064128255,9.277653619166152
80.66132264529057,9.2189325812981
81.16232464929858,9.161478319355023
81.6633266533066,9.105369720684333
82.16432865731463,9.050681357933783
82.66533066132264,8.99748324441489
83.16633266533066,8.945840627720465
83.66733466933867,8.895813822083799
84.16833667334669,8.847458079424444
84.6693386773547,8.80082349852062
85.17034068136272,8.755954971282794
85.67134268537073,8.712892164688947
86.17234468937875,8.671669536580232
86.67334669338676,8.632316383211052
87.17434869739478,8.59485691620057
87.67535070140279,8.559310366342256
88.1763527054108,8.525691111595648
88.67735470941882,8.494008826502128
89.17835671342685,8.464268650236551
89.67935871743487,8.436471370519527
90.18036072144288,8.410613620669173
90.6813627254509,8.386688087159586
91.18236472945891,8.364683725170535
91.68336673346693,8.344585979755811
92.18436873747494,8.326377010417172
92.68537074148296,8.310035917044377
93.18637274549097,8.295538965367502
93.68737474949899,8.282859810252264
94.188376753507,8.271969715362154
94.68937875751502,8.262837767894686
95.19038076152303,8.255431087284702
95.69138276553105,8.249715026940045
96.19238476953907,8.245653368242534
96.69338677354709,8.243208506203194
97.1943887775551,8.242341626303157
97.69539078156312,8.243012872186728
98.19639278557113,8.24518150399049
98.69739478957915,8.24880604720222
99.19839679358716,8.253844432036741
99.69939879759518,8.260254123400923
100.2004008016032,8.267992241591111
100.70140280561121,8.277015673928412
101.20240480961922,8.287281177587523
101.70340681362724,8.298745473917975
102.20440881763525,8.311365334588706
102.70541082164327,8.325097659914297
103.20641282565128,8.339899549737638
103.70741482965931,8.355728367258816
104.20841683366733,8.37254179620547
104.70941883767534,8.390297891742586
105.21042084168336,8.408955125518668
105.71142284569137,8.428472425239365
106.21242484969939,8.448809209152122
106.7134268537074,8.469925415814648
107.21442885771542,8.491781529507922
107.71543086172343,8.514338601641079
108.21643286573145,8.537558268479408
108.71743486973946,8.561402765512465
109.21843687374748,8.585834938761542
109.7194388777555,8.610818253311011
110.22044088176351,8.63631679932947
110.72144288577154,8.66229529583139
111.22244488977955,8.688719092413614
111.72344689378757,8.715554169185058
112.22444889779558,8.742767135091672
112.7254509018036,8.770325224825616
113.22645290581161,8.798196294491873
113.72745490981963,8.826348816192171
114.22845691382764,8.854751871673754
114.72945891783566,8.883375145177252
115.23046092184367,8.912188915607613
115.73146292585169,8.941164048139663
116.2324649298597,8.970271985360311
116.73346693386772,8.99948473804079
117.23446893787573,9.028774875621496
117.73547094188376,9.058115516485126
118.23647294589178,9.087480318085921
118.73747494989979,9.11684346699515
119.2384769539078,9.146179668916847
119.73947895791582,9.175464138721804
120.24048096192384,9.204672590541934
120.74148296593185,9.233781227962583
121.24248496993987,9.262766734344677
121.74348697394788,9.291606263305914
122.2444889779559,9.320277429384236
122.74549098196391,9.34875829890629
123.24649298597193,9.37702738107627
123.74749498997994,9.405063619301927
124.24849699398796,9.432846382769187
124.74949899799599,9.460355458274448
125.250501002004,9.487571042324262
125.75150300601202,9.51447373350584
126.25250501002003,9.54104452513468
126.75350701402805,9.567264798180439
127.25450901803606,9.593116314473049
127.75551102204408,9.618581210189033
128.2565130260521,9.643641989617205
128.75751503006012,9.668281519202113
129.25851703406812,9.692483021861579
129.75951903807615,9.716230071575817
130.26052104208415,9.739506588245373
130.76152304609218,9.762296832810206
131.26252505010018,9.784585402628228
131.7635270541082,9.806357227106895
132.2645290581162,9.8275975635813
132.76553106212424,9.84829199343477
133.26653306613224,9.868426418454895
133.76753507014027,9.88798705741847
134.26853707414827,9.906960442901006
134.7695390781563,9.92533341830187
135.2705410821643,9.943093135080764
135.77154308617233,9.960227050198279
136.27254509018036,9.976722923754304
136.77354709418836,9.992568816818173
137.2745490981964,10.007753089443641
137.7755511022044,10.022264398863728
